"","X","settings","features","rm","train.AUC","avg.test.AUC","var.test.AUC","avg.diff.AUC","var.diff.AUC","avg.test.orMTP","var.test.orMTP","avg.test.or10pct","var.test.or10pct","AICc","delta.AICc","w.AIC","parameters"
"80",80,"LQHPT_0.5","LQHPT",0.5,0.8936,0.765169518272425,0.00626797141839249,0.139231694547206,0.00732719732302284,0.0523809523809524,0.00691609977324263,0.315503875968992,0.00868925900989565,7520.88031302402,1122.44642683171,2.36953337947593e-233,165
"81",1,"LQ_10","LQ",10,0.6713,0.667021917681801,0.00537790111169323,0.0249038421597389,0.00166268364422394,0.00930232558139535,0.000162249864791779,0.12203765227021,0.000368005503986343,6547.50817381762,149.074287625311,2.66442389581043e-07,4
"82",2,"LQP_10","LQP",10,0.6724,0.665636744186046,0.0057291861552551,0.027416109119127,0.00202804722278892,0.00465116279069767,0.000108166576527853,0.136212624584718,0.00095120976099111,6548.85631615876,150.42242996645,1.35786917707487e-07,6
"83",3,"LQT_10","LQT",10,0.7003,0.678274592100406,0.00488159583259204,0.0248076612514719,0.00167751872074622,0.0140642303433001,0.000164886578391948,0.126688815060908,0.00230212690809152,6527.44374896174,129.009862769431,0.00606090977095278,6
"84",4,"LQH_10","LQH",10,0.7093,0.696307870062754,0.00369800637180693,0.0238858323876266,0.00166353147680364,0.00465116279069767,0.000108166576527853,0.108194905869324,0.00158411300341301,6524.7123861323,126.27849993999,0.0237490215266787,12
"85",5,"LQHT_10","LQHT",10,0.7171,0.69902365448505,0.00432014992255671,0.0239152823939313,0.00166658672921654,0.013953488372093,0.000432666306111412,0.108194905869324,0.00158411300341301,6522.67712453278,124.24323834047,0.0657048097459538,13
"86",6,"LQTP_10","LQTP",10,0.6971,0.675763744924326,0.00483403425148301,0.0275368175446977,0.00206732523882502,0.0140642303433001,0.000164886578391948,0.112513842746401,0.00169093056368031,6531.86503647664,133.43115028433,0.000664457845068107,8
"87",7,"LQHP_10","LQHP",10,0.7101,0.694719042081949,0.00346931066629979,0.0253143674252511,0.00182516530850752,0.00930232558139535,0.000162249864791779,0.112956810631229,0.00183972092532704,6518.28343685141,119.849550659101,0.591118184505339,10
"88",8,"LQHPT_10","LQHPT",10,0.7157,0.697046650055371,0.00402399717108811,0.025262449756021,0.00182343556721792,0.0187153931339978,0.000379932034108037,0.112956810631229,0.00183972092532704,6519.55696610198,121.12307990967,0.3127022143767,12
"89",9,"LQ_9.5","LQ",9.5,0.672,0.658269593946106,0.00711880620488374,0.0325363483415942,0.0028370359962924,0.00941306755260244,0.000166174275731565,0.122148394241417,0.0018361337684524,6548.3209313014,149.887045109091,1.35334573096362e-09,5
"90",10,"LQP_9.5","LQP",9.5,0.6732,0.659502735326689,0.00780221282038361,0.0334354158721016,0.00307279183466077,0.00941306755260244,0.000166174275731565,0.126688815060908,0.00268981578569773,6549.77073602622,151.33684983391,6.55522588316929e-10,7
"91",11,"LQT_9.5","LQT",9.5,0.7038,0.676355658914729,0.00877852370032468,0.0382888246265458,0.00416302510737586,0.00476190476190476,0.000113378684807256,0.13156146179402,0.00527244609760255,6521.69581957434,123.26193338203,0.000818423910415832,5
"92",12,"LQH_9.5","LQH",9.5,0.7123,0.689135555555556,0.00819720302907545,0.0393171171030632,0.0046885617882855,0.00465116279069767,0.000108166576527853,0.0937984496124031,0.00135999234739867,6518.32211021104,119.88822401873,0.0044215036605391,11
"93",13,"LQHT_9.5","LQHT",9.5,0.7222,0.694676912144703,0.00779424249955386,0.0381558074369691,0.00428683013982375,0.00465116279069767,0.000108166576527853,0.10797342192691,0.00294392139404888,6507.65400953009,109.22012333778,0.91647076972924,9
"94",14,"LQTP_9.5","LQTP",9.5,0.7016,0.674715703211517,0.0091482759316348,0.039828875234141,0.00434931070802508,0.00476190476190476,0.000113378684807256,0.140974529346622,0.00990447738496877,6527.73480842036,129.300922228051,3.99602818576472e-05,8
"95",15,"LQHP_9.5","LQHP",9.5,0.7129,0.689186626061277,0.00852946765922465,0.0405506840790988,0.00487138117028527,0.00465116279069767,0.000108166576527853,0.103322259136213,0.00241467778746617,6514.30705162381,115.873165431501,0.0329176545576656,10
"96",16,"LQHPT_9.5","LQHPT",9.5,0.7211,0.693388848283499,0.00801834313164745,0.0398844787771222,0.00458530703951486,0.00941306755260244,0.000166174275731565,0.103322259136213,0.00241467778746617,6513.66705736711,115.2331711748,0.0453316858514133,12
"97",17,"LQ_9","LQ",9,0.6724,0.657837301587302,0.0145152497561081,0.0436490384183593,0.00510652169592455,0.00952380952380952,0.000453514739229025,0.136434108527132,0.0029380347776392,6548.98849176635,150.554605574041,2.2279100458137e-11,6
"98",18,"LQP_9","LQP",9,0.6733,0.658557888519749,0.0153235024796714,0.0460535207604053,0.00573062232951837,0.0141749723145072,0.00045093934454979,0.155038759689922,0.00427208922148272,6550.51094342553,152.07705723322,1.04064229851546e-11,8
"99",19,"LQT_9","LQT",9,0.707,0.675891531930602,0.0145680974416101,0.0443776027525113,0.00525634895654767,0.00952380952380952,0.000453514739229025,0.145736434108527,0.00344281213476918,6520.09837942626,121.66449323395,4.18124713177025e-05,6
"100",20,"LQH_9","LQH",9,0.7156,0.688393643410853,0.00968860077608981,0.0398136106800669,0.00475190698031118,0.00465116279069767,0.000108166576527853,0.126688815060908,0.00150390785483113,6511.43910814265,113.00522195034,0.00317426152497812,10
"101",21,"LQHT_9","LQHT",9,0.7267,0.6909850018457,0.00912722477466447,0.0397865680621222,0.0046674271320805,0.0141749723145072,0.00045093934454979,0.131450719822813,0.00124287320841443,6499.950329025,101.516442832691,0.991743567694006,8
"102",22,"LQTP_9","LQTP",9,0.7064,0.674819822812846,0.0154844546521857,0.0471096317629459,0.00601827317526186,0.0141749723145072,0.00045093934454979,0.164451827242525,0.00573546526957637,6527.77813884481,129.3442526525,8.98808701603491e-07,10
"103",23,"LQHP_9","LQHP",9,0.716,0.688261812476929,0.00952071234940624,0.0417044588317579,0.00542062933530351,0.00930232558139535,0.000432666306111412,0.126578073089701,0.00146730045903344,6512.17754147747,113.74365528516,0.0021942895952363,11
"104",24,"LQHPT_9","LQHPT",9,0.727,0.690746365817645,0.00909805675226004,0.041522325869393,0.00528053006510355,0.0188261351052049,0.000664697102926261,0.131450719822813,0.00124287320841443,6511.65801262185,113.22412642954,0.00284516987307492,14
"105",25,"LQ_8.5","LQ",8.5,0.6726,0.667506825396825,0.00138079219444333,0.0121268290169869,0.000303462117141925,0.00941306755260244,0.000166174275731565,0.0982281284606866,0.00305791326806547,6547.49772530741,149.063839115101,8.02889330605144e-12,6
"106",26,"LQP_8.5","LQP",8.5,0.6738,0.666774064230343,0.00167890804650122,0.0170834858376371,0.000854064403166393,0.00941306755260244,0.000166174275731565,0.102879291251384,0.0022682482042754,6551.30158215547,152.86769596316,1.1985569296467e-12,9
"107",27,"LQT_8.5","LQT",8.5,0.7104,0.688866862310816,0.00255932743609736,0.0229633072798275,0.00146814651991602,0.00476190476190476,0.000113378684807256,0.112292358803987,0.00441824286952928,6517.94368550616,119.509799313851,2.10007056849257e-05,7
"108",28,"LQH_8.5","LQH",8.5,0.7186,0.701207799926172,0.000934847375651616,0.0169109321597808,0.00118444703022466,0.00930232558139535,0.000162249864791779,0.107862679955703,0.00153702007213558,6511.26706699814,112.83318080583,0.00059162044863881,12
"109",29,"LQHT_8.5","LQHT",8.5,0.7307,0.709137246216316,0.00111243621594289,0.01864820999832,0.00140829081704979,0.00465116279069767,0.000108166576527853,0.107862679955703,0.00153702007213558,6496.67545533058,98.2415691382703,0.872110250528056,9
"110",30,"LQTP_8.5","LQTP",8.5,0.7116,0.686994953857512,0.00275781169805343,0.0277183973309166,0.00229360663115311,0.00941306755260244,0.000166174275731565,0.107751937984496,0.00289940385745068,6522.89956922792,124.465683035611,1.76229014213174e-06,10
"111",31,"LQHP_8.5","LQHP",8.5,0.7202,0.701363966408269,0.00097487937138344,0.0192533932326637,0.00164405023124234,0.00930232558139535,0.000162249864791779,0.112513842746401,0.00201346808779398,6513.61542838618,115.18154219387,0.00018285337481981,14
"112",32,"LQHPT_8.5","LQHPT",8.5,0.7323,0.708488567737172,0.00109266408977341,0.0208829807582492,0.00190035043059,0.0140642303433001,0.000164886578391948,0.112513842746401,0.00201346808779398,6500.52745649604,102.09357030373,0.127092512643431,12
"113",33,"LQ_8","LQ",8,0.6728,0.666576799557032,0.00154464931614932,0.0157471728050938,0.000818228406725728,0.0142857142857143,0.00102040816326531,0.0985603543743079,0.0012331234999859,6546.06149230139,147.62760610908,1.81873137977336e-11,6
"114",34,"LQP_8","LQP",8,0.6748,0.664684416758952,0.00169915504739061,0.0204686148842238,0.00142703261518132,0.0142857142857143,0.00102040816326531,0.131450719822813,0.00383298442867322,6549.55154697085,151.11766077854,3.17623639478328e-12,9
"115",35,"LQT_8","LQT",8,0.7144,0.693026238464378,0.00160406521348106,0.0245627794402407,0.00275669983312108,0.019047619047619,0.0018140589569161,0.136323366555925,0.00611325114145171,6514.86205663449,116.42817044218,0.000108302862236708,8
"116",36,"LQH_8","LQH",8,0.7215,0.702981439645626,0.000715598499644609,0.0167078024629136,0.00118279310716545,0.00476190476190476,0.000113378684807256,0.103654485049834,0.00446269908720654,6510.67228012074,112.23839392843,0.000879910184604014,14
"117",37,"LQHT_8","LQHT",8,0.7344,0.708021232927279,0.00127785576312506,0.0242563751764272,0.00338368139499668,0.0333333333333333,0.00385487528344671,0.122480620155039,0.00643256942221634,6497.57995901013,99.1460728178199,0.61291429614709,12
"118",38,"LQTP_8","LQTP",8,0.7175,0.689364215577704,0.00201241865121942,0.0315801219171199,0.0051199824969767,0.00476190476190476,0.000113378684807256,0.141085271317829,0.00799206287887428,6518.56239974317,120.128513550861,1.7026313973177e-05,11
"119",39,"LQHP_8","LQHP",8,0.7245,0.703626135105205,0.000840169547649233,0.0190238705857972,0.00168290711211684,0.00952380952380952,0.000170068027210884,0.113067552602436,0.00555187642029951,6509.69026080942,111.25637461711,0.00143774255876916,15
"120",40,"LQHPT_8","LQHPT",8,0.7373,0.708041362126246,0.00146250476343037,0.0268219742207777,0.00448084569662427,0.0142857142857143,0.000453514739229025,0.131893687707641,0.00764561097559629,6498.5117794246,100.07789323229,0.384642721911963,14
"121",41,"LQ_7.5","LQ",7.5,0.6728,0.66864188445921,0.00589369488522224,0.0215505710163843,0.00388872061846399,0.00930232558139535,0.000432666306111412,0.103322259136213,0.00457800931802323,6542.56674921118,144.13286301887,9.69500591000674e-11,5
"122",42,"LQP_7.5","LQP",7.5,0.6758,0.66993438353636,0.00609205757066622,0.0235705697005852,0.00442804327755153,0.00930232558139535,0.000432666306111412,0.0937984496124031,0.00730915405643058,6545.78995539783,147.356069205521,1.93480743544579e-11,8
"123",43,"LQT_7.5","LQT",7.5,0.7192,0.700218672942045,0.0054064133044428,0.0240035687424977,0.00490553670947521,0,0,0.102990033222591,0.00390785483113382,6510.52789518196,112.09400898965,0.000878409115356422,9
"124",44,"LQH_7.5","LQH",7.5,0.7236,0.71226761720192,0.00445958887790218,0.0202206296482961,0.00223149454175258,0.00465116279069767,0.000108166576527853,0.107419712070875,0.00469273701909103,6508.66420777273,110.23032158042,0.00223044445672448,15
"125",45,"LQHT_7.5","LQHT",7.5,0.7383,0.720459126984127,0.00410564254457797,0.0234079737952573,0.00387168215195121,0.00465116279069767,0.000108166576527853,0.112070874861573,0.0059855851480668,6500.62939682337,102.195510631061,0.123916301307548,16
"126",46,"LQTP_7.5","LQTP",7.5,0.7233,0.701824900332226,0.00491927493466229,0.0257533822399897,0.00525182598361313,0.00465116279069767,0.000108166576527853,0.117054263565891,0.0115907477106581,6511.69332861565,113.25944242334,0.000490485506958746,11
"127",47,"LQHP_7.5","LQHP",7.5,0.7276,0.71438449981543,0.00462365415390008,0.0216272082516673,0.00279494719786417,0.00465116279069767,0.000108166576527853,0.10265780730897,0.00551802837594385,6508.97291776329,110.53903157098,0.00191141896200287,17
"128",48,"LQHPT_7.5","LQHPT",7.5,0.7412,0.722659592100406,0.00414433565527288,0.0243778434180146,0.00429161130040099,0.00465116279069767,0.000108166576527853,0.112070874861573,0.0059855851480668,6496.73030642538,98.2964202330704,0.870572940535111,16
"129",49,"LQ_7","LQ",7,0.6729,0.668077211148025,0.00234342141277916,0.0166331542654325,0.000858943017107728,0.00465116279069767,0.000108166576527853,0.122148394241417,0.00259526200961726,6541.29625790267,142.86237171036,8.2753339392005e-10,5
"130",50,"LQP_7","LQP",7,0.6769,0.667107362495386,0.00292586043254045,0.0235691561377985,0.00171524644376127,0.00476190476190476,0.000113378684807256,0.112735326688815,0.00175887192807536,6541.69762529184,143.263739099531,6.77063975549143e-10,7
"131",51,"LQT_7","LQT",7,0.7236,0.700622024732374,0.00222580030635881,0.0272294511312481,0.00216103707124238,0.00930232558139535,0.000162249864791779,0.131450719822813,0.00178370609105369,6504.11946812756,105.68558193525,0.097863975777933,9
"132",52,"LQH_7","LQH",7,0.7272,0.711149968623108,0.0016838230130125,0.0227154707550911,0.00171557011423978,0.00930232558139535,0.000432666306111412,0.108194905869324,0.00188058998612966,6514.51096708535,116.07708089304,0.000542172551958705,20
"133",53,"LQHT_7","LQHT",7,0.7448,0.72229069213732,0.00179320530576539,0.0270085499296958,0.00259627600095119,0.0140642303433001,0.00043530301971158,0.112846068660022,0.00235317490976921,6501.33446001935,102.900573827041,0.393894287058943,20
"134",54,"LQTP_7","LQTP",7,0.7285,0.701451463639719,0.00289834481477497,0.0313160999672003,0.00276540239423088,0.0188261351052049,0.000394280661606629,0.12203765227021,0.000651452216004484,6502.752714458,104.31882826569,0.193824933500676,10
"135",55,"LQHP_7","LQHP",7,0.7306,0.71275861387966,0.00188155224210367,0.0249629827136621,0.00178580615957987,0.00930232558139535,0.000432666306111412,0.117607973421927,0.00229602567545857,6515.60368198342,117.16979579111,0.000313947841830281,22
"136",56,"LQHPT_7","LQHPT",7,0.7457,0.723898396087117,0.00187853754804145,0.0284394469651862,0.00251639764805093,0.0140642303433001,0.00043530301971158,0.112735326688815,0.00148845548675573,6501.79063934485,103.35675315254,0.313560681764061,21
"137",57,"LQ_6.5","LQ",6.5,0.6729,0.658707166851237,0.00152266245111289,0.0197172413321646,0.00160382214967607,0.00930232558139535,0.000432666306111412,0.117165005537099,0.0013150762378144,6540.08520563743,141.65131944512,1.67101437141862e-11,5
"138",58,"LQP_6.5","LQP",6.5,0.6779,0.657435199335548,0.00161056049114172,0.0272419517779096,0.0018106668191134,0.00930232558139535,0.000432666306111412,0.164119601328904,0.0029527513186634,6542.08533505075,143.65144885844,6.14692057191265e-12,8
"139",59,"LQT_6.5","LQT",6.5,0.7284,0.694884215577704,0.00173544843353262,0.0316395902931824,0.00174654954504991,0,0,0.126688815060908,0.00370633019748372,6499.57875167651,101.144865484201,0.0104434719201887,10
"140",60,"LQH_6.5","LQH",6.5,0.7322,0.702861928755999,0.00136608582070124,0.0314152985701829,0.00152856576472572,0.00465116279069767,0.000108166576527853,0.122148394241417,0.00178401268565836,6509.17214135765,110.73825516534,8.62316711552682e-05,21
"141",61,"LQHT_6.5","LQHT",6.5,0.7508,0.714737524916944,0.00156982226104533,0.0343206549296177,0.00152350932021623,0.00465116279069767,0.000108166576527853,0.117386489479513,0.000813548783493928,6502.00435445047,103.57046825816,0.00310550300169937,24
"142",62,"LQTP_6.5","LQTP",6.5,0.7343,0.696504483204134,0.00180771540488957,0.035640803001576,0.00217523160457734,0.00465116279069767,0.000108166576527853,0.140863787375415,0.00444724671913114,6497.91132801323,99.4774418209199,0.0240392742084765,11
"143",63,"LQHP_6.5","LQHP",6.5,0.7346,0.705058012181617,0.00137406751112337,0.03265694612805,0.00138427376675253,0.00465116279069767,0.000108166576527853,0.11749723145072,0.000852700914510387,6516.21235593862,117.77846974631,2.55213492530117e-06,25
"144",64,"LQHPT_6.5","LQHPT",6.5,0.7515,0.716797912513843,0.00161246866149822,0.0348996031326988,0.00154340977743536,0.00465116279069767,0.000108166576527853,0.126688815060908,0.000679628260173729,6490.53200561186,92.0981194195501,0.962322967040698,20
"145",65,"LQ_6","LQ",6,0.6749,0.66851773163529,0.00017314200259687,0.00887377977395229,7.53040838771225e-05,0.00476190476190476,0.000113378684807256,0.126578073089701,0.00176377744175009,6539.2041906386,140.770304446291,6.12302430084101e-11,6
"146",66,"LQP_6","LQP",6,0.6792,0.671505442967885,0.000297733497507851,0.0143338630750002,0.000154956665905695,0.00941306755260244,0.000166174275731565,0.126799557032115,0.000716204996510954,6544.11241491259,145.67852872028,5.26209426773354e-12,10
"147",67,"LQT_6","LQT",6,0.7357,0.70655338316722,0.000241335683785083,0.0271660472880026,0.000846394263653857,0.00941306755260244,0.000166174275731565,0.135880398671096,0.00084920573601714,6495.61289071403,97.1790045217203,0.178935491749796,12
"148",68,"LQH_6","LQH",6,0.7362,0.714361906607604,0.000526819444358517,0.0207423850529196,0.00105346244684635,0.00465116279069767,0.000108166576527853,0.121926910299003,0.000910034105583824,6517.06247227473,118.62858608242,3.9353107842761e-06,27
"149",69,"LQHT_6","LQHT",6,0.7569,0.726809795127353,0.000628337350448889,0.0277482915763341,0.00109538943828247,0.00465116279069767,0.000108166576527853,0.126356589147287,0.00170350094247182,6495.02759064905,96.5937044567399,0.239768863871643,25
"150",70,"LQTP_6","LQTP",6,0.7425,0.711917273901809,0.000216546228235075,0.0280580963538958,0.000734394948099227,0.00941306755260244,0.000166174275731565,0.164119601328904,0.000737298705312304,6493.4196915008,94.9858053084899,0.535727141033182,13
"151",71,"LQHP_6","LQHP",6,0.7382,0.717069457364341,0.000417222378183437,0.0208285202103145,0.000998668763528043,0.00465116279069767,0.000108166576527853,0.117275747508306,0.000813456805112526,6501.94367842217,103.50979222986,0.00755063379074631,22
"152",72,"LQHPT_6","LQHPT",6,0.7576,0.728569409376154,0.000479748447972382,0.0269219158159116,0.00109676283704827,0.00465116279069767,0.000108166576527853,0.126356589147287,0.00170350094247182,6498.71103587045,100.277149678141,0.0380139341773564,27
"153",73,"LQ_5.5","LQ",5.5,0.6785,0.672567430786268,0.00451815335650132,0.0215554239615607,0.00252210717030631,0.00465116279069767,0.000108166576527853,0.112846068660022,0.00151586504441329,6534.54916981199,136.115283619681,5.65586828923478e-12,6
"154",74,"LQP_5.5","LQP",5.5,0.6868,0.673387914359542,0.0042020001556647,0.0227336030976514,0.00255794210759799,0.00930232558139535,0.000162249864791779,0.132004429678848,0.00641665716223392,6539.08467436161,140.650788169301,5.85634951369517e-13,11
"155",75,"LQT_5.5","LQT",5.5,0.7466,0.711809649317091,0.00472423926746967,0.0359340969062724,0.00327730743015774,0,0,0.169656699889258,0.0116171148466598,6484.21472375004,85.7808375577306,0.481377042626551,12
"156",76,"LQH_5.5","LQH",5.5,0.7399,0.72059899963086,0.00340784202165725,0.0250800875071095,0.00227595426992455,0.00476190476190476,0.000113378684807256,0.122591362126246,0.00412455589771513,6514.45251295589,116.01862676358,1.30747344172115e-07,29
"157",77,"LQHT_5.5","LQHT",5.5,0.7622,0.733123702473237,0.00281133888221679,0.0314129189084583,0.00174329071876973,0,0,0.141085271317829,0.00551600485155302,6485.17978113594,86.7458949436304,0.297115853685766,25
"158",78,"LQTP_5.5","LQTP",5.5,0.7529,0.714932790697674,0.00411976804686978,0.0379532253608638,0.00333973143651055,0.00930232558139535,0.000162249864791779,0.164562569213732,0.012215710152819,6486.25135353198,87.8174673396707,0.173874877284124,15
"159",79,"LQHP_5.5","LQHP",5.5,0.7414,0.721179542266519,0.00282628872017607,0.0263228611249205,0.00201970193237827,0.00930232558139535,0.000162249864791779,0.117829457364341,0.00483398515346286,6510.2786696653,111.84478347299,1.05383211820447e-06,28
"160",80,"LQHPT_5.5","LQHPT",5.5,0.7628,0.73345042451089,0.00257830883772601,0.0320141099408348,0.00182078361731187,0.00465116279069767,0.000108166576527853,0.141306755260244,0.00702445030653329,6488.84105604549,90.4071698531807,0.0476310418178545,27
